"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1379","Login with invalid username having special characters","chromium","Sat Jul 19 18:38:07 GMT 2025","passed","Sat Jul 19 18:38:09 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1573","Login with username with first letter uppercase","chromium","Sat Jul 19 18:39:02 GMT 2025","passed","Sat Jul 19 18:39:03 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1530","Login with password having whitespace at the beginning","chromium","Sat Jul 19 18:38:33 GMT 2025","passed","Sat Jul 19 18:38:34 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1090","Login with both username and password fields empty","chromium","Sat Jul 19 18:38:03 GMT 2025","passed","Sat Jul 19 18:38:05 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1728","Login with password in uppercase","chromium","Sat Jul 19 18:39:45 GMT 2025","passed","Sat Jul 19 18:39:47 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1657","Login with password having whitespace at the end","chromium","Sat Jul 19 18:38:31 GMT 2025","passed","Sat Jul 19 18:38:33 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1085","Login with empty username","chromium","Sat Jul 19 18:38:01 GMT 2025","passed","Sat Jul 19 18:38:02 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1362","Login with username having SQL injection","chromium","Sat Jul 19 18:40:17 GMT 2025","passed","Sat Jul 19 18:40:18 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1580","Login with mixed case password","chromium","Sat Jul 19 18:40:07 GMT 2025","passed","Sat Jul 19 18:40:09 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1686","Login with username at min length","chromium","Sat Jul 19 18:38:37 GMT 2025","passed","Sat Jul 19 18:38:39 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1030","Login with empty password","chromium","Sat Jul 19 18:38:02 GMT 2025","passed","Sat Jul 19 18:38:03 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1358","Login with valid password having special characters","chromium","Sat Jul 19 18:38:06 GMT 2025","passed","Sat Jul 19 18:38:07 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1982","Login with password at min length","chromium","Sat Jul 19 18:38:39 GMT 2025","passed","Sat Jul 19 18:38:41 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","31804","Reset password with valid username","chromium","Sat Jul 19 18:41:28 GMT 2025","broken","Sat Jul 19 18:41:59 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","1646","Login with password in Chinese","chromium","Sat Jul 19 18:40:12 GMT 2025","passed","Sat Jul 19 18:40:13 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1452","Login with valid credentials successfully","chromium","Sat Jul 19 18:37:57 GMT 2025","passed","Sat Jul 19 18:37:58 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","1394","Login with username in Chinese","chromium","Sat Jul 19 18:40:10 GMT 2025","passed","Sat Jul 19 18:40:12 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","6005","Login with strong valid password","chromium","Sat Jul 19 18:42:15 GMT 2025","failed","Sat Jul 19 18:42:21 GMT 2025","Verify the password that meets all criteria perfectly","e2e/login.e2e.spec.ts","",""
"","6013","Login with password with first letter uppercase","chromium","Sat Jul 19 18:40:01 GMT 2025","failed","Sat Jul 19 18:40:07 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1364","Login with username having XSS attack","chromium","Sat Jul 19 18:40:19 GMT 2025","passed","Sat Jul 19 18:40:21 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","1324","Cancel reset password","chromium","Sat Jul 19 18:42:00 GMT 2025","passed","Sat Jul 19 18:42:01 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","6111","Login with mixed case username","chromium","Sat Jul 19 18:39:18 GMT 2025","failed","Sat Jul 19 18:39:24 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6102","Login with username in uppercase","chromium","Sat Jul 19 18:38:55 GMT 2025","failed","Sat Jul 19 18:39:01 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6091","Login with username in lowercase","chromium","Sat Jul 19 18:39:38 GMT 2025","failed","Sat Jul 19 18:39:44 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1654","Login with password in Arabic","chromium","Sat Jul 19 18:40:15 GMT 2025","passed","Sat Jul 19 18:40:17 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","9781","Employee exists","chromium","Sat Jul 19 18:42:35 GMT 2025","passed","Sat Jul 19 18:42:44 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","1527","Login with password having SQL injection","chromium","Sat Jul 19 18:40:18 GMT 2025","passed","Sat Jul 19 18:40:19 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1691","Login with password having emojis","chromium","Sat Jul 19 18:42:23 GMT 2025","passed","Sat Jul 19 18:42:25 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","1359","Login with username in Arabic","chromium","Sat Jul 19 18:40:13 GMT 2025","passed","Sat Jul 19 18:40:15 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1426","Login with username having emojis","chromium","Sat Jul 19 18:42:22 GMT 2025","passed","Sat Jul 19 18:42:23 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
