"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1757","Login with an invalid username","chromium","Thu Jul 17 05:48:27 GMT 2025","passed","Thu Jul 17 05:48:29 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","3","Login with password at min length","webkit","Thu Jul 17 05:59:24 GMT 2025","failed","Thu Jul 17 05:59:24 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","3","Login with an invalid password","webkit","Thu Jul 17 05:58:50 GMT 2025","failed","Thu Jul 17 05:58:50 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","2132","Login with invalid username having special characters","firefox","Thu Jul 17 05:53:20 GMT 2025","passed","Thu Jul 17 05:53:22 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","2040","Login with valid credentials successfully","chromium","Thu Jul 17 05:48:23 GMT 2025","passed","Thu Jul 17 05:48:25 GMT 2025","Verify the user can login with valid account","e2e.login.spec.ts","",""
"","7661","Login with mixed case username","firefox","Thu Jul 17 05:54:55 GMT 2025","failed","Thu Jul 17 05:55:03 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1960","Login with password having SQL injection","chromium","Thu Jul 17 05:50:55 GMT 2025","passed","Thu Jul 17 05:50:57 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","3023","Login with password in uppercase","firefox","Thu Jul 17 05:55:32 GMT 2025","passed","Thu Jul 17 05:55:35 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1622","Login with username in Chinese","chromium","Thu Jul 17 05:50:46 GMT 2025","passed","Thu Jul 17 05:50:48 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","2373","Login with password at max length","firefox","Thu Jul 17 05:53:59 GMT 2025","passed","Thu Jul 17 05:54:02 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","2321","Login with password in Chinese","firefox","Thu Jul 17 05:56:09 GMT 2025","passed","Thu Jul 17 05:56:11 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","2379","Login with an invalid password","firefox","Thu Jul 17 05:53:09 GMT 2025","passed","Thu Jul 17 05:53:11 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","3","Login with mixed case username","webkit","Thu Jul 17 05:59:31 GMT 2025","failed","Thu Jul 17 05:59:31 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1470","Login with username having emojis","chromium","Thu Jul 17 05:52:55 GMT 2025","passed","Thu Jul 17 05:52:57 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","2013","Login with an invalid username","firefox","Thu Jul 17 05:53:07 GMT 2025","passed","Thu Jul 17 05:53:09 GMT 2025","Verify the user login with invalid account","e2e.login.spec.ts","",""
"","6068","Login with mixed case username","chromium","Thu Jul 17 05:49:52 GMT 2025","failed","Thu Jul 17 05:49:58 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1077","Login with empty password","chromium","Thu Jul 17 05:48:32 GMT 2025","passed","Thu Jul 17 05:48:33 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","6074","Login with username in uppercase","chromium","Thu Jul 17 05:49:29 GMT 2025","failed","Thu Jul 17 05:49:35 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1896","Login with password having emojis","chromium","Thu Jul 17 05:52:57 GMT 2025","passed","Thu Jul 17 05:52:59 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","3","Login with both username and password fields empty","webkit","Thu Jul 17 05:58:57 GMT 2025","failed","Thu Jul 17 05:58:57 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","2126","Login with valid password having special characters","firefox","Thu Jul 17 05:53:18 GMT 2025","passed","Thu Jul 17 05:53:20 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","2354","Login with password at min length","firefox","Thu Jul 17 05:54:04 GMT 2025","passed","Thu Jul 17 05:54:06 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","3","Login with username at max length","webkit","Thu Jul 17 05:59:16 GMT 2025","failed","Thu Jul 17 05:59:16 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","6078","Login with username in lowercase","chromium","Thu Jul 17 05:50:13 GMT 2025","failed","Thu Jul 17 05:50:19 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","2","Login with mixed case password","webkit","Thu Jul 17 05:59:41 GMT 2025","failed","Thu Jul 17 05:59:41 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","2039","Login with username having XSS attack","firefox","Thu Jul 17 05:56:20 GMT 2025","passed","Thu Jul 17 05:56:22 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","7624","Login with username in lowercase","firefox","Thu Jul 17 05:55:23 GMT 2025","failed","Thu Jul 17 05:55:31 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3","Login with username in Arabic","webkit","Thu Jul 17 05:59:50 GMT 2025","failed","Thu Jul 17 05:59:50 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","7714","Login with username in uppercase","firefox","Thu Jul 17 05:54:24 GMT 2025","failed","Thu Jul 17 05:54:32 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1948","Login with password in lowercase","firefox","Thu Jul 17 05:56:05 GMT 2025","passed","Thu Jul 17 05:56:07 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3","Cancel reset password","webkit","Thu Jul 17 06:00:07 GMT 2025","failed","Thu Jul 17 06:00:07 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","2053","Login with username in Arabic","firefox","Thu Jul 17 05:56:11 GMT 2025","passed","Thu Jul 17 05:56:13 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","3","Login with strong valid password","webkit","Thu Jul 17 06:00:10 GMT 2025","failed","Thu Jul 17 06:00:10 GMT 2025","Verify the password that meets all criteria perfectly","e2e.login.spec.ts","",""
"","2431","Login with password having XSS attack","firefox","Thu Jul 17 05:56:22 GMT 2025","passed","Thu Jul 17 05:56:25 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","1366","Login with empty username","firefox","Thu Jul 17 05:53:11 GMT 2025","passed","Thu Jul 17 05:53:13 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","2213","Login with username at min length","firefox","Thu Jul 17 05:54:02 GMT 2025","passed","Thu Jul 17 05:54:04 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","3","Login with password having XSS attack","webkit","Thu Jul 17 06:00:02 GMT 2025","failed","Thu Jul 17 06:00:02 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","3","Login with password in Chinese","webkit","Thu Jul 17 05:59:48 GMT 2025","failed","Thu Jul 17 05:59:48 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1821","Login with invalid username having special characters","chromium","Thu Jul 17 05:48:38 GMT 2025","passed","Thu Jul 17 05:48:40 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","2033","Login with valid username having special characters","firefox","Thu Jul 17 05:53:16 GMT 2025","passed","Thu Jul 17 05:53:18 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","7630","Login with username having whitespace at the end","firefox","Thu Jul 17 05:53:40 GMT 2025","failed","Thu Jul 17 05:53:48 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","3","Login with password at max length","webkit","Thu Jul 17 05:59:19 GMT 2025","failed","Thu Jul 17 05:59:19 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","3","Login with username in uppercase","webkit","Thu Jul 17 05:59:26 GMT 2025","failed","Thu Jul 17 05:59:26 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1920","Login with password at max length","chromium","Thu Jul 17 05:49:10 GMT 2025","passed","Thu Jul 17 05:49:12 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","6104","Login with strong valid password","chromium","Thu Jul 17 05:52:48 GMT 2025","failed","Thu Jul 17 05:52:54 GMT 2025","Verify the password that meets all criteria perfectly","e2e.login.spec.ts","",""
"","2788","Login with valid credentials successfully","firefox","Thu Jul 17 05:53:04 GMT 2025","passed","Thu Jul 17 05:53:07 GMT 2025","Verify the user can login with valid account","e2e.login.spec.ts","",""
"","2","Login with username having whitespace at the end","webkit","Thu Jul 17 05:59:07 GMT 2025","failed","Thu Jul 17 05:59:07 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","7259","Login with password with first letter uppercase","firefox","Thu Jul 17 05:55:53 GMT 2025","failed","Thu Jul 17 05:56:00 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3","Login with username having whitespace at the beginning","webkit","Thu Jul 17 05:59:09 GMT 2025","failed","Thu Jul 17 05:59:09 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1542","Login with username having whitespace at the beginning","chromium","Thu Jul 17 05:49:03 GMT 2025","passed","Thu Jul 17 05:49:05 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","2","Login with valid credentials successfully","webkit","Thu Jul 17 05:58:45 GMT 2025","failed","Thu Jul 17 05:58:45 GMT 2025","Verify the user can login with valid account","e2e.login.spec.ts","",""
"","3","Login with password in Arabic","webkit","Thu Jul 17 05:59:53 GMT 2025","failed","Thu Jul 17 05:59:53 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","2713","Login with username with first letter uppercase","firefox","Thu Jul 17 05:54:33 GMT 2025","passed","Thu Jul 17 05:54:36 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","4610","Multiple failed login attempts","chromium","Thu Jul 17 05:52:59 GMT 2025","passed","Thu Jul 17 05:53:03 GMT 2025","Verify the user login with multiple attempts","e2e.login.spec.ts","",""
"","1170","Login with both username and password fields empty","chromium","Thu Jul 17 05:48:33 GMT 2025","passed","Thu Jul 17 05:48:35 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","2066","Login with password in Chinese","chromium","Thu Jul 17 05:50:48 GMT 2025","passed","Thu Jul 17 05:50:50 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1585","Login with username at min length","chromium","Thu Jul 17 05:49:12 GMT 2025","passed","Thu Jul 17 05:49:13 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","1887","Login with password at min length","chromium","Thu Jul 17 05:49:14 GMT 2025","passed","Thu Jul 17 05:49:15 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","30027","Reset password with valid username","firefox","Thu Jul 17 05:57:28 GMT 2025","broken","Thu Jul 17 05:57:58 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","3","Login with valid username having special characters","webkit","Thu Jul 17 05:58:59 GMT 2025","failed","Thu Jul 17 05:58:59 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","3","Login with password in lowercase","webkit","Thu Jul 17 05:59:43 GMT 2025","failed","Thu Jul 17 05:59:43 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1692","Login with password in lowercase","chromium","Thu Jul 17 05:50:44 GMT 2025","passed","Thu Jul 17 05:50:46 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","7246","Login with strong valid password","firefox","Thu Jul 17 05:58:20 GMT 2025","failed","Thu Jul 17 05:58:27 GMT 2025","Verify the password that meets all criteria perfectly","e2e.login.spec.ts","",""
"","6077","Login with password with first letter uppercase","chromium","Thu Jul 17 05:50:36 GMT 2025","failed","Thu Jul 17 05:50:42 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","1938","Login with password in Arabic","chromium","Thu Jul 17 05:50:51 GMT 2025","passed","Thu Jul 17 05:50:53 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","2692","Login with username having whitespace at the beginning","firefox","Thu Jul 17 05:53:49 GMT 2025","passed","Thu Jul 17 05:53:52 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","2171","Login with password in uppercase","chromium","Thu Jul 17 05:50:20 GMT 2025","passed","Thu Jul 17 05:50:22 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","2203","Login with username at max length","firefox","Thu Jul 17 05:53:57 GMT 2025","passed","Thu Jul 17 05:53:59 GMT 2025","Verify the user login with max/min length","e2e.login.spec.ts","",""
"","2686","Login with username having emojis","firefox","Thu Jul 17 05:58:29 GMT 2025","passed","Thu Jul 17 05:58:31 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","2402","Login with password in Arabic","firefox","Thu Jul 17 05:56:13 GMT 2025","passed","Thu Jul 17 05:56:16 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","1586","Login with username having SQL injection","chromium","Thu Jul 17 05:50:53 GMT 2025","passed","Thu Jul 17 05:50:55 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
"","1701","Login with username with first letter uppercase","chromium","Thu Jul 17 05:49:36 GMT 2025","passed","Thu Jul 17 05:49:38 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","3","Login with username having emojis","webkit","Thu Jul 17 06:00:12 GMT 2025","failed","Thu Jul 17 06:00:12 GMT 2025","Verify the user login with emojis","e2e.login.spec.ts","",""
"","6406","Login with username having whitespace at the end","chromium","Thu Jul 17 05:48:56 GMT 2025","failed","Thu Jul 17 05:49:02 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","3","Login with username in Chinese","webkit","Thu Jul 17 05:59:45 GMT 2025","failed","Thu Jul 17 05:59:45 GMT 2025","Verify the user login with multi-languages","e2e.login.spec.ts","",""
"","3","Login with password having whitespace at the beginning","webkit","Thu Jul 17 05:59:14 GMT 2025","failed","Thu Jul 17 05:59:14 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","1398","Login with empty password","firefox","Thu Jul 17 05:53:13 GMT 2025","passed","Thu Jul 17 05:53:14 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","3","Login with password in uppercase","webkit","Thu Jul 17 05:59:36 GMT 2025","failed","Thu Jul 17 05:59:36 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","2821","Cancel reset password","firefox","Thu Jul 17 05:57:59 GMT 2025","passed","Thu Jul 17 05:58:02 GMT 2025","Verify the password reset functionality","e2e.login.spec.ts","",""
"","3","Login with username having XSS attack","webkit","Thu Jul 17 06:00:00 GMT 2025","failed","Thu Jul 17 06:00:00 GMT 2025","Verify the user login with XSS attack","e2e.login.spec.ts","",""
"","8159","Multiple failed login attempts","firefox","Thu Jul 17 05:58:34 GMT 2025","passed","Thu Jul 17 05:58:42 GMT 2025","Verify the user login with multiple attempts","e2e.login.spec.ts","",""
"","1786","Login with password having whitespace at the beginning","chromium","Thu Jul 17 05:49:07 GMT 2025","passed","Thu Jul 17 05:49:08 GMT 2025","Verify the user login with white spaces","e2e.login.spec.ts","",""
"","3","Login with empty username","webkit","Thu Jul 17 05:58:52 GMT 2025","failed","Thu Jul 17 05:58:52 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1409","Login with empty username","chromium","Thu Jul 17 05:48:31 GMT 2025","passed","Thu Jul 17 05:48:32 GMT 2025","Verify the user leaves empty fields","e2e.login.spec.ts","",""
"","1988","Login with valid password having special characters","chromium","Thu Jul 17 05:48:36 GMT 2025","passed","Thu Jul 17 05:48:38 GMT 2025","Verify the user login with special characters","e2e.login.spec.ts","",""
"","3","Login with password with first letter uppercase","webkit","Thu Jul 17 05:59:38 GMT 2025","failed","Thu Jul 17 05:59:38 GMT 2025","Verify the user login with case sensitivity","e2e.login.spec.ts","",""
"","2474","Login with password having SQL injection","firefox","Thu Jul 17 05:56:18 GMT 2025","passed","Thu Jul 17 05:56:20 GMT 2025","Verify the user login with SQL injection","e2e.login.spec.ts","",""
