"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6434","Add new employee in OrangeHRM","chromium","Sat Jul 19 04:35:31 GMT 2025","passed","Sat Jul 19 04:35:37 GMT 2025","Verify adding new employee","e2e/PIM/addEmployee.e2e.spec.ts","",""
"","1209","Login with both username and password fields empty","chromium","Sat Jul 19 04:30:56 GMT 2025","passed","Sat Jul 19 04:30:57 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1890","Login with password at min length","chromium","Sat Jul 19 04:31:35 GMT 2025","passed","Sat Jul 19 04:31:36 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1770","Login with valid credentials successfully","chromium","Sat Jul 19 04:30:48 GMT 2025","passed","Sat Jul 19 04:30:50 GMT 2025","Verify the user can login with valid account","e2e/login.e2e.spec.ts","",""
"","1243","Login with empty password","chromium","Sat Jul 19 04:30:55 GMT 2025","passed","Sat Jul 19 04:30:56 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","6123","Login with strong valid password","chromium","Sat Jul 19 04:35:16 GMT 2025","failed","Sat Jul 19 04:35:23 GMT 2025","Verify the password that meets all criteria perfectly","e2e/login.e2e.spec.ts","",""
"","1970","Login with password having SQL injection","chromium","Sat Jul 19 04:33:17 GMT 2025","passed","Sat Jul 19 04:33:19 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1795","Login with password in lowercase","chromium","Sat Jul 19 04:33:07 GMT 2025","passed","Sat Jul 19 04:33:09 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1896","Login with username with first letter uppercase","chromium","Sat Jul 19 04:31:58 GMT 2025","passed","Sat Jul 19 04:31:59 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1859","Login with password having whitespace at the end","chromium","Sat Jul 19 04:31:25 GMT 2025","passed","Sat Jul 19 04:31:27 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1616","Login with username having SQL injection","chromium","Sat Jul 19 04:33:16 GMT 2025","passed","Sat Jul 19 04:33:17 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1890","Login with password in Chinese","chromium","Sat Jul 19 04:33:10 GMT 2025","passed","Sat Jul 19 04:33:12 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","6328","Login with password with first letter uppercase","chromium","Sat Jul 19 04:32:58 GMT 2025","failed","Sat Jul 19 04:33:04 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","2004","Login with password having whitespace at the beginning","chromium","Sat Jul 19 04:31:27 GMT 2025","passed","Sat Jul 19 04:31:29 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1527","Login with username having whitespace at the beginning","chromium","Sat Jul 19 04:31:24 GMT 2025","passed","Sat Jul 19 04:31:25 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1933","Login with mixed case password","chromium","Sat Jul 19 04:33:05 GMT 2025","passed","Sat Jul 19 04:33:07 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","6275","Login with username having whitespace at the end","chromium","Sat Jul 19 04:31:17 GMT 2025","failed","Sat Jul 19 04:31:23 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","6266","Login with username in uppercase","chromium","Sat Jul 19 04:31:51 GMT 2025","failed","Sat Jul 19 04:31:57 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","3629","Multiple failed login attempts","chromium","Sat Jul 19 04:35:27 GMT 2025","passed","Sat Jul 19 04:35:30 GMT 2025","Verify the user login with multiple attempts","e2e/login.e2e.spec.ts","",""
"","1626","Login with username in Arabic","chromium","Sat Jul 19 04:33:12 GMT 2025","passed","Sat Jul 19 04:33:14 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1923","Login with password at max length","chromium","Sat Jul 19 04:31:31 GMT 2025","passed","Sat Jul 19 04:31:33 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1643","Login with invalid username having special characters","chromium","Sat Jul 19 04:31:01 GMT 2025","passed","Sat Jul 19 04:31:02 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","10745","Employee does not exist","chromium","Sat Jul 19 04:35:56 GMT 2025","passed","Sat Jul 19 04:36:07 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","1599","Login with username at max length","chromium","Sat Jul 19 04:31:29 GMT 2025","passed","Sat Jul 19 04:31:31 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1690","Login with username in Chinese","chromium","Sat Jul 19 04:33:09 GMT 2025","passed","Sat Jul 19 04:33:10 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","10416","Employee exists","chromium","Sat Jul 19 04:35:37 GMT 2025","passed","Sat Jul 19 04:35:47 GMT 2025","Verify search employee","e2e/PIM/searchEmployee.e2e.spec.ts","",""
"","1745","Login with username at min length","chromium","Sat Jul 19 04:31:33 GMT 2025","passed","Sat Jul 19 04:31:35 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1483","Login with an invalid username","chromium","Sat Jul 19 04:30:51 GMT 2025","passed","Sat Jul 19 04:30:52 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1838","Cancel reset password","chromium","Sat Jul 19 04:35:00 GMT 2025","passed","Sat Jul 19 04:35:02 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","1819","Login with password having emojis","chromium","Sat Jul 19 04:35:25 GMT 2025","passed","Sat Jul 19 04:35:27 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","1526","Login with valid password having special characters","chromium","Sat Jul 19 04:30:59 GMT 2025","passed","Sat Jul 19 04:31:01 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1246","Login with empty username","chromium","Sat Jul 19 04:30:54 GMT 2025","passed","Sat Jul 19 04:30:55 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
