"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1939","Login with password in Chinese","chromium","Sat Jul 19 08:03:33 GMT 2025","passed","Sat Jul 19 08:03:35 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","31876","Reset password with valid username","chromium","Sat Jul 19 08:04:50 GMT 2025","broken","Sat Jul 19 08:05:22 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
"","1900","Login with an invalid password","chromium","Sat Jul 19 08:01:15 GMT 2025","passed","Sat Jul 19 08:01:17 GMT 2025","Verify the user login with invalid account","e2e/login.e2e.spec.ts","",""
"","1475","Login with username having whitespace at the beginning","chromium","Sat Jul 19 08:01:46 GMT 2025","passed","Sat Jul 19 08:01:48 GMT 2025","Verify the user login with white spaces","e2e/login.e2e.spec.ts","",""
"","1835","Login with password having XSS attack","chromium","Sat Jul 19 08:03:43 GMT 2025","passed","Sat Jul 19 08:03:45 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","1795","Login with password in uppercase","chromium","Sat Jul 19 08:03:04 GMT 2025","passed","Sat Jul 19 08:03:06 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1500","Login with invalid username having special characters","chromium","Sat Jul 19 08:01:23 GMT 2025","passed","Sat Jul 19 08:01:25 GMT 2025","Verify the user login with special characters","e2e/login.e2e.spec.ts","",""
"","1742","Login with username at max length","chromium","Sat Jul 19 08:01:51 GMT 2025","passed","Sat Jul 19 08:01:53 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1827","Login with password in lowercase","chromium","Sat Jul 19 08:03:30 GMT 2025","passed","Sat Jul 19 08:03:31 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1709","Login with username having emojis","chromium","Sat Jul 19 08:05:45 GMT 2025","passed","Sat Jul 19 08:05:47 GMT 2025","Verify the user login with emojis","e2e/login.e2e.spec.ts","",""
"","1924","Login with password in Arabic","chromium","Sat Jul 19 08:03:36 GMT 2025","passed","Sat Jul 19 08:03:38 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","1251","Login with empty username","chromium","Sat Jul 19 08:01:17 GMT 2025","passed","Sat Jul 19 08:01:18 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1566","Login with username having XSS attack","chromium","Sat Jul 19 08:03:42 GMT 2025","passed","Sat Jul 19 08:03:43 GMT 2025","Verify the user login with XSS attack","e2e/login.e2e.spec.ts","",""
"","6120","Login with password with first letter uppercase","chromium","Sat Jul 19 08:03:21 GMT 2025","failed","Sat Jul 19 08:03:27 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1507","Login with username in Chinese","chromium","Sat Jul 19 08:03:31 GMT 2025","passed","Sat Jul 19 08:03:33 GMT 2025","Verify the user login with multi-languages","e2e/login.e2e.spec.ts","",""
"","6237","Login with username in uppercase","chromium","Sat Jul 19 08:02:13 GMT 2025","failed","Sat Jul 19 08:02:19 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1701","Login with username with first letter uppercase","chromium","Sat Jul 19 08:02:20 GMT 2025","passed","Sat Jul 19 08:02:21 GMT 2025","Verify the user login with case sensitivity","e2e/login.e2e.spec.ts","",""
"","1502","Login with username at min length","chromium","Sat Jul 19 08:01:55 GMT 2025","passed","Sat Jul 19 08:01:57 GMT 2025","Verify the user login with max/min length","e2e/login.e2e.spec.ts","",""
"","1144","Login with empty password","chromium","Sat Jul 19 08:01:18 GMT 2025","passed","Sat Jul 19 08:01:19 GMT 2025","Verify the user leaves empty fields","e2e/login.e2e.spec.ts","",""
"","1579","Login with username having SQL injection","chromium","Sat Jul 19 08:03:38 GMT 2025","passed","Sat Jul 19 08:03:40 GMT 2025","Verify the user login with SQL injection","e2e/login.e2e.spec.ts","",""
"","1475","Cancel reset password","chromium","Sat Jul 19 08:05:23 GMT 2025","passed","Sat Jul 19 08:05:24 GMT 2025","Verify the password reset functionality","e2e/login.e2e.spec.ts","",""
